"FECHA_DE_AUTORIZACIÓN","TIPO_DE_SOLICITUD","SOLICITANTE/IMPORTADOR","IUM","PRINCIPIO_ACTIVO1","CONCENTRACIÓN_DELMEDICAMENTO1","UNIDAD_MEDIDA1","PRINCIPIO_ACTIVO2","CONCENTRACIÓN_DEL_MEDICAMENTO2","UNIDAD_MEDIDA2","FORMA_FARMACÉUTICA","NOMBRE_COMERCIAL_","CANTIDAD_SOLICITADA","PRESENTACIÓN_COMERCIAL","DIAGNOSTICO_CIE-1NO REPORTA","CÓDIGO_DIAGNOSTICO_CIE-10"
"2023 Aug 01 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1000141000100","ATALUREN","250","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","15","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2023 Aug 01 12:00:00 AM","MÁS DE UN PACIENTE","BAXALTA COLOMBIA SAS","1I1033751004101","INMUNOGLOBULINA NORMAL","100","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCION PARA PERFUSION","HYQVIA","1.588","VIAL X 50 mL + VIAL DE HIALURONIDASA RECOMBINANTE X 2,5 mL","DEFICIENCIA SELECTIVA DE SUBCLASES DE LA INMUNOGLOBULINA G [IgG]","D803"
"2023 Aug 01 12:00:00 AM","MÁS DE UN PACIENTE","NEXT PHARMA SOURCING S.A.S.","1M1017221001100","METOTREXATO","2.5","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","SPTREX 2,5","2.341","CAJA X 100 TABLETAS","TUMORES MALIGNO (PRIMARIOS) DE SITIOS MULTIPLES INDEPENDIENTES","C97X"
"2023 Aug 01 12:00:00 AM","MÁS DE UN PACIENTE","NEXT PHARMA SOURCING S.A.S.","1M1017221001100","METOTREXATO","2.5","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","SPTREX 2,5","1.375","CAJA X 100 TABLETAS","TUMORES MALIGNO (PRIMARIOS) DE SITIOS MULTIPLES INDEPENDIENTES","C97X"
"2023 Aug 01 12:00:00 AM","MÁS DE UN PACIENTE","NEXT PHARMA SOURCING S.A.S.","1M1017221001100","METOTREXATO","2.5","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","SPTREX 2,5","1.612","CAJA X 100 TABLETAS","TUMORES MALIGNO (PRIMARIOS) DE SITIOS MULTIPLES INDEPENDIENTES","C97X"
"2023 Aug 01 12:00:00 AM","MÁS DE UN PACIENTE","NEXT PHARMA SOURCING S.A.S.","1M1017221001100","METOTREXATO","2.5","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","SPTREX 2,5","2.329","CAJA X 100 TABLETAS","TUMORES MALIGNO (PRIMARIOS) DE SITIOS MULTIPLES INDEPENDIENTES","C97X"
"2023 Aug 01 12:00:00 AM","MÁS DE UN PACIENTE","NEXT PHARMA SOURCING S.A.S.","1M1017221001100","METOTREXATO","2.5","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","SPTREX 2,5","2.343","CAJA X 100 TABLETAS","TUMORES MALIGNO (PRIMARIOS) DE SITIOS MULTIPLES INDEPENDIENTES","C97X"
"2023 Aug 01 12:00:00 AM","URGENCIA CLÍNICA","UNO HEALTHCARE S.A.S.","1M1006441000100","CISTEAMINA BITARTRATO","75","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","PROCYSBI","18","FRASCOS X 250 CAPSULAS","TRASPLANTE DE RIÑON","Z940"
"2023 Aug 01 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1V1041501000100","VOSORITIDA","0.8","mg/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","VOXZOGO","9","CAJAS X 10 JERINGAS PRELLENADAS X 0.7 mL","ACONDROPLASIA","Q774"
"2023 Aug 01 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1000141000100","ATALUREN","250","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","18","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2023 Aug 01 12:00:00 AM","URGENCIA CLÍNICA","VALENTECH PHARMA COLOMBIA SAS","1C1039371000100","CASIMERSEN","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","AMONDYS 45","132","CAJAS X 1 VIAL X 2mL","DISTROFIA MUSCULAR","G710"
"2023 Aug 01 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S.","1P1012181004100","CLORURO DE POTASIO","1500","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","NO REPORTADO","15","FRASCO X 100 TABLETAS","ALCALOSIS","E873"
"2023 Aug 01 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S.","1A1001611000100","AMILORIDE","5","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","MODAMIDE","12","CAJA X 30 TABLETAS","ALCALOSIS","E873"
"2023 Aug 01 12:00:00 AM","MÁS DE UN PACIENTE","INMUNOTEK COLOMBIA S.A.S.","1A1017401000102","EXTRACTOS ALERGÉNICOS - EPITELIO DE CABALLO","10000","UT/mL","NO APLICA","NO APLICA","NO APLICA","SUSPENSION INYECTABLE","ALUTEK","25","ESTUCHES X 2 VIALES DE 3mL","ALERGIA NO ESPECIFICADA","NO REPORTADO"
"2023 Aug 01 12:00:00 AM","MÁS DE UN PACIENTE","INMUNOTEK COLOMBIA S.A.S.","1A1004151001101","ALERGENO CUPRESSUS SEMPERVIRENS","30000","UT/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN ORAL","ORALTEK","50","ESTUCHE X 1 FRASCO ATOMIZADOR X 6 mL","ALERGIA NO ESPECIFICADA","NO REPORTADO"
"2023 Aug 01 12:00:00 AM","MÁS DE UN PACIENTE","INMUNOTEK COLOMBIA S.A.S.","1A1009311000101","ALERGENO ALTERNARIA ALTERNATA","30000","UT/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN ORAL","ORALTEK","50","ESTUCHE X 1 FRASCO X 6 mL","ALERGIA NO ESPECIFICADA","NO REPORTADO"
"2023 Aug 01 12:00:00 AM","MÁS DE UN PACIENTE","INMUNOTEK COLOMBIA S.A.S.","2A1004661001101","D. PTERONYSSINUS 34%, D. FARINAE 33%, B. TROPICALIS 33%","30000","UT/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN SUBLINGUAL","ORALTEK","550","ESTUCHES X UN (1) VIAL DE 6ml","ALERGIA NO ESPECIFICADA","NO REPORTADO"
"2023 Aug 01 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S.","1V1001401000100","VANDETANIB","100","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","CAPRELSA","9","CAJA X 30 TABLETAS","TUMOR MALIGNO DE LA GLANDULA TIROIDES","C73X"
"2023 Aug 01 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1000141000100","ATALUREN","250","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","18","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2023 Aug 01 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1001711000100","ATALUREN","125","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","6","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2023 Aug 01 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S.","1N1048281000100","NIRAPARIB","100","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","ZEJULA","9","CAJA X 84 TABLETAS","CANCER DE TROMPA DE FALOPIO ESTADIO IIIC","C570"
"2023 Aug 01 12:00:00 AM","URGENCIA CLÍNICA","VALENTECH PHARMA COLOMBIA SAS","2E1032451000100","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","100/50/75","mg","IVACAFTOR","150","mg","TABLETA","TRIKAFTA","3","CAJAS X 84 TABLETAS","FIBROSIS QUISTICA CON OTRAS MANIFESTACIONES","E848"
"2023 Aug 01 12:00:00 AM","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","1C1039371000100","CASIMERSEN","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","AMONDYS 45","168","CAJAS X 1 VIAL X 2mL","DISTROFIA MUSCULAR","G710"
"2023 Aug 01 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1S1040361000101","SELUMETINIB","10","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULAS DE LIBERACIÓN NO MODIFICADA","KOSELUGO","6","FRASCO X 60 CÁPSULAS","TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO, DE SITIO NO ESPECIFICADO","C499"
"2023 Aug 01 12:00:00 AM","PACIENTE ESPECIFICO","FUNDACION COLOMBIANA PARA FIBROSIS QUÍSTICA - FIQUIRES","2E1032451000100","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","100/50/75","mg","IVACAFTOR","150","mg","TABLETA","TRIKAFTA","6","CAJAS X 84 TABLETAS","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2023 Aug 01 12:00:00 AM","PACIENTE ESPECIFICO","FUNDACION COLOMBIANA PARA FIBROSIS QUÍSTICA - FIQUIRES","2E1032451000100","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","100/50/75","mg","IVACAFTOR","150","mg","TABLETA","TRIKAFTA","6","CAJAS X 84 TABLETAS","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2023 Aug 01 12:00:00 AM","MÁS DE UN PACIENTE","VESALIUS PHARMA S.A.S.","1B1001101001100","BETANECOL HCl","25","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","UROTONE","400","CAJAS X 50 TABLETAS CADA UNA","VEJIGA NEUROPATICA FLACIDA, NO CLASIFICADA EN OTRA PARTE","N312"
"2023 Aug 01 12:00:00 AM","PACIENTE ESPECIFICO","SALUTIS SAS - AUDIFARMA SA","1V1030561000100","VOLANESORSEN","190","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","WAYLIVRA","12","CAJA X 1 JERINGA X 1,5 mL","HIPERQUILOMICRONEMIA","E783"
"2023 Jul 31 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1000141000100","ATALUREN","250","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","24","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2023 Jul 31 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1001711000100","ATALUREN","125","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","18","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2023 Jul 31 12:00:00 AM","PACIENTE ESPECIFICO","LABORATORIOS BIOPAS S.A.","1I1035001000101","IDEBENONA","150","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","RAXONE","3","CAJAS X 180 TABLETAS","ATROFIA OPTICA","H472"
"2023 Jul 31 12:00:00 AM","MÁS DE UN PACIENTE","STRENUUS MARKETING S.A.S.","1A1003951004100","L-ASPARAGINASA (Aislada de E. COLI)","1000","UI/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","ASPAROMA","1.200","VIALES","LEUCEMIA LINFOBLASTICA AGUDA","C910"
"2023 Jul 31 12:00:00 AM","PACIENTE ESPECIFICO","FUNDACION COLOMBIANA PARA FIBROSIS QUÍSTICA - FIQUIRES","2E1032451000100","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","100/50/75","mg","IVACAFTOR","150","mg","TABLETA","TRIKAFTA","3","CAJAS X 84 TABLETAS","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2023 Jul 31 12:00:00 AM","PACIENTE ESPECIFICO","MEDICAR SUPPLY SAS","1U1003271000100","UBIDECARENONA (UBIQUINOL LIPOSOMAL)","8","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN ORAL","CYTO-Q","48","CAJAS X 30 SOBRES","COREA DE HUNTINGTON","NO REPORTADO"
"2023 Jul 31 12:00:00 AM","PACIENTE ESPECIFICO","JAASIEL SAS - DROGUERIAS Y FARMACIAS CRUZ VERDE S.A.S","1T1038551000101","TREPROSTINIL","0.6","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN PARA INHALAR","TYVASO","1","KIT DE INICIO PARA PACIENTE: QUE CONTIENE: una (1) caja con 28 ampollas de treprostinil para inhalación oral - Tyvaso® (Siete sobres de aluminio que contienen cuatro ampollas de LDPE de 2,9 mL cada uno), dos (2) dispositivos de inhalación Tyvaso®, un (1) manual de instrucciones de uso del sistema de inhalación oral Tyvaso®, un (1) sistema de registro del tratamiento, dos (2) enchufes de CA, treinta y dos (32) pocillos de medicamento, dos (2) sets de conjunto superior del sistema de inhalación (conjunto superior, pieza de inhalación, boquilla y dos (2) cartuchos de filtro), un (1) vaso de nivel de agua, dos (2) tapones para almacenamiento entre sesiones de tratamiento, un (1) maletín de transporte, una (1) botella de agua destilada y sesenta y cinco (65) membranas de filtro.","ENFERMEDAD PULMONAR INTERSTICIAL, NO ESPECIFICADA","J849"
"2023 Jul 31 12:00:00 AM","PACIENTE ESPECIFICO","JAASIEL SAS - DROGUERIAS Y FARMACIAS CRUZ VERDE S.A.S","1T1038551000102","TREPROSTINIL","0.6","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN PARA INHALAR","TYVASO","1","KIT DE MANTENIMIENTO: QUE CONTIENE: una (1) Caja con 28 ampollas de treprostinil para inhalación - Tyvaso® (Siete sobres de aluminio que contienen cuatro ampollas de LDPE de 2,9 ml cada uno), un (1) sistema de registro del tratamiento, treinta y dos (32) pocillos de medicamento, un (1) set de conjunto superior del sistema de inhalación (conjunto superior, pieza de inhalación, boquilla y dos (2) cartuchos de filtro), dos (2) tapones para almacenamiento entre sesiones de tratamiento, y sesenta y cinco (65) membranas de filtro.","ENFERMEDAD PULMONAR INTERSTICIAL, NO ESPECIFICADA","J849"
"2023 Jul 28 12:00:00 AM","MÁS DE UN PACIENTE","LEBEN ZU RETTEN SAS","1A1005551005100","ASPARAGINASA ERWINIA","10000","UI","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","NO REPORTADO","500","VIALES","LEUCEMIA MIELOIDE AGUDA","C920"
"2023 Jul 27 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1V1030561000100","VOLANESORSEN","190","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","WAYLIVRA","12","CAJAS X 1 JERINGA X 1,5 mL","HIPERQUILOMICRONEMIA","E783"
"2023 Jul 27 12:00:00 AM","PACIENTE ESPECIFICO","INTERNATIONAL PHARMACEUTICAL PRODUCTS SAS (INPHAPRO SAS)","1T1000761000101","TRIHEXIFENIDILO HCl","2","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","ARTANE","7","CAJA X 100 TABLETAS","DISTONIA, NO ESPECIFICADA","G249"
"2023 Jul 27 12:00:00 AM","PACIENTE ESPECIFICO","SALUTIS SAS - AUDIFARMA SA","1V1030561000100","VOLANESORSEN","190","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","WAYLIVRA","12","CAJA X 1 JERINGA X 1,5 mL","HIPERQUILOMICRONEMIA","E783"
"2023 Jul 27 12:00:00 AM","MÁS DE UN PACIENTE","INMUNOTEK COLOMBIA S.A.S.","VARIOS","EXTRACTOS ALERGÉNICOS","VARIOS",,"NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN CUTÁNEA","PRICK TEST","1.549","FRASCO X 2,5 mL","ALERGIA NO ESPECIFICADA","T784"
"2023 Jul 26 12:00:00 AM","URGENCIA CLÍNICA","UNO HEALTHCARE S.A.S.","1M1000831000103","METRELEPTIN","3","mg","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","MYALEPT","6","CAJA X 30 VIALES x 0.6 mL","LIPODISTROFIA, NO CLASIFICADA EN OTRA PARTE","E881"
"2023 Jul 26 12:00:00 AM","MÁS DE UN PACIENTE","UNO HEALTHCARE S.A.S.","1M1000831000104","METRELEPTIN","11.3","mg","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","MYALEPT","600","CAJAS X 1 VIAL X 2,26 mL + FRASCO CON AGUA BACTERIOSTATICA","LIPODISTROFIA, NO CLASIFICADA EN OTRA PARTE","E881"
"2023 Jul 24 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1000141000100","ATALUREN","250","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","24","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2023 Jul 24 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1001701000100","ATALUREN","1000","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","6","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2023 Jul 24 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1000141000100","ATALUREN","250","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","6","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2023 Jul 24 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1001711000100","ATALUREN","125","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","18","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2023 Jul 21 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1001701000100","ATALUREN","1000","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","6","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2023 Jul 21 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1000141000100","ATALUREN","250","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","48","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2023 Jul 21 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S.","1P1012181004100","CLORURO DE POTASIO","1500","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","NO REPORTADO","22","FRASCOS X 100 TABLETAS","HIPOPOTASMIA","E876"
"2023 Jul 21 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S.","1A1001611000100","AMILORIDE","5","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","MODAMIDE","18","CAJAS X 30 TABLETAS","HIPOPOTASMIA","E876"
"2023 Jul 21 12:00:00 AM","URGENCIA CLÍNICA","VALENTECH PHARMA COLOMBIA SAS","1G1036161001100","GOLODIRSEN","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","VYONDYS","72","CAJAS. CADA CAJA CON UN (1) VIAL DE 2 Ml","DISTROFIA MUSCULAR","G710"
"2023 Jul 21 12:00:00 AM","PACIENTE ESPECIFICO","ROCKA INTERNATIONAL SOLUTIONS","1I1042171000100","INTERFERON ALFA 2A","360","mcg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","PEGASYS","24","CAJAS X UNA (1) AMPOLLA DE 0.5 mL","TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LOS MASTOCITOS E HISTIOCITOS","D470"
"2023 Jul 21 12:00:00 AM","PACIENTE ESPECIFICO","BRISTOL MYERS SQUIBB DE COLOMBIA S.A.","1L1040701000100","LUSPATERCEPT 75 mg","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","REBLOZYL","6","CAJA X VIAL DE 1.5 mL","OTROS SINDROMES MIELODISPLASICOS","D467"
"2023 Jul 21 12:00:00 AM","PACIENTE ESPECIFICO","BRISTOL MYERS SQUIBB DE COLOMBIA S.A.","1L1040701000101","LUSPATERCEPT 25 mg","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","REBLOZYL","4","CAJA X VIAL DE 0.5 mL","OTROS SINDROMES MIELODISPLASICOS","D467"
"2023 Jul 21 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1000141000100","ATALUREN","250","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","18","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2023 Jul 21 12:00:00 AM","PACIENTE ESPECIFICO","SALUTIS SAS","1E1001601002100","ETOSUXIMIDA","250","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","PETINIMID","4","CAJAS X 100 CÁPSULAS","OTRAS EPILEPSIAS Y SINDROMES EPILEPTICOS GENERALIZADOS","G404"
"2023 Jul 21 12:00:00 AM","PACIENTE ESPECIFICO","SALUTIS SAS","1E1001601002100","ETOSUXIMIDA","250","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","PETINIMID","3","CAJAS X 100 CÁPSULAS","EPILEPSIA Y SINDROMES EPILEPTICOS IDIOPATICOS GENERALIZADOS","G403"
"2023 Jul 21 12:00:00 AM","PACIENTE ESPECIFICO","SUMA ACTIVA SAS","1F1007471000102","FLECAINIDA","100","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TAMBOCOR","8","CAJA X 100 TABLETAS","TAQUICARDIA VENTRICULAR","I472"
"2023 Jul 21 12:00:00 AM","PACIENTE ESPECIFICO","SUMA ACTIVA SAS","1N1024481000100","NADOLOL","20","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","CORGARD","19","FRASCOS X 100 TABLETAS","TAQUICARDIA VENTRICULAR","I472"
"2023 Jul 21 12:00:00 AM","PACIENTE ESPECIFICO","FUNDACION COLOMBIANA PARA FIBROSIS QUÍSTICA - FIQUIRES","2E1032451000100","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","100/50/75","mg","IVACAFTOR","150","mg","TABLETA","TRIKAFTA","12","CAJAS X 84 TABLETAS","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2023 Jul 21 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1000141000100","ATALUREN","250","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","9","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2023 Jul 19 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1001701000100","ATALUREN","1000","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","6","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2023 Jul 19 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1000141000100","ATALUREN","250","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","54","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2023 Jul 19 12:00:00 AM","MÁS DE UN PACIENTE","NEXT PHARMA SOURCING S.A.S.","1A1003951008100","ASPARAGINASA","1000","UI/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","BRUGINASE","1.000","CAJA X 1 VIAL DE 10 mL","LEUCEMIA LINFOBLASTICA AGUDA","C910"
"2023 Jul 19 12:00:00 AM","MÁS DE UN PACIENTE","NEXT PHARMA SOURCING S.A.S.","1A1003951008100","ASPARAGINASA","1000","UI/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","BRUGINASE","20","CAJA X 1 VIAL DE 10 mL","LEUCEMIA LINFOBLASTICA AGUDA","C910"
"2023 Jul 19 12:00:00 AM","URGENCIA CLÍNICA","VALENTECH PHARMA COLOMBIA SAS","1C1039371000100","CASIMERSEN","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","AMONDYS 45","132","CAJAS X 1 VIAL X 2mL","DISTROFIA MUSCULAR","G710"
"2023 Jul 19 12:00:00 AM","PACIENTE ESPECIFICO","IMPROVIT MEDICAL SAS","1D1000031004100","DAUNORUBICINA LIPOSOMAL","2","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","PEG DAUNDN","6","CAJAS X 1 VIAL DE 25 mL","SARCOMA DE KAPOSI DE LA PIEL","C460"
"2023 Jul 19 12:00:00 AM","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","1C1039371000100","CASIMERSEN","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","AMONDYS 45","408","CAJAS X 1 VIAL X 2mL","DISTROFIA MUSCULAR","G710"
"2023 Jul 19 12:00:00 AM","MÁS DE UN PACIENTE","GENBIE SAS","1I1030991009101","INMUNOGLOBULINA HUMANA NORMAL","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","IMMUGLO","2.000","CAJAS PLEGADIZAS X UN (1) VIAL X 100 ml","INMUNODEFICIENCIA, NO ESPECIFICADA","D849"
"2023 Jul 19 12:00:00 AM","MÁS DE UN PACIENTE","ALERGOLOGOS CLÍNICOS ASOCIADOS S.A.S.","1A1006331000101","EXTRACTO ALERGÉNICO PERRO (EPITELIO) 100%","10","HEP/mL","NO APLICA","NO APLICA","NO APLICA","SUSPENSION INYECTABLE","RETARD RAPID","60","ESTUCHE X 2 VIALES","ALERGIA NO ESPECIFICADA","T784"
